,Amazon_prod_name,Amazon_retail_price,Amazon_discount_price,Flipkart_prod_name,Flipkart_retail_price,Flipkart_discount_price
852,"Jack Klein Goldjack Analog Watch  - For Boys, Men",1989,296,"Jack Klein Goldjack Analog Watch  - For Boys, Men",1999.0,262.0
853,Dearfoams Boots,1812,2278,Dearfoams Boots,1820.0,1820.0
854,"fastrack 38015PL01 Analog Watch  - For Men, Boys",2494,2798,"fastrack 38015PL01 Analog Watch  - For Men, Boys",2495.0,2495.0
855,Kielz Ladies Boots,2787,1488,Kielz Ladies Boots,2499.0,1249.0
870,"A Avon PK_504 Analog Watch  - For Men, Boys",2498,1545,"A Avon PK_504 Analog Watch  - For Men, Boys",2499.0,1249.0
871,Kielz Ladies Boots,1987,1233,Kielz Ladies Boots,2499.0,1249.0
886,"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1288,1262,"Franck Bella FB0122DD Analog Watch  - For Men, Boys",1299.0,1039.0
887,Catwalk Boots,2079,1256,Catwalk Boots,2095.0,999.0
889,Rialto Boots,3289,2696,Rialto Boots,3295.0,2795.0
894,Salt N Pepper 12-298 Taupe Boots,4388,2443,Salt N Pepper 12-298 Taupe Boots,4395.0,2150.0
895,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8977,8511,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls",8995.0,7495.0
896,Magnum Footwear Lifestyle Boots,5983,4146,Magnum Footwear Lifestyle Boots,2999.0,1899.0
900,Steppings Trendy Boots,3580,2780,Steppings Trendy Boots,1799.0,719.0
913,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2484,728,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men",2499.0,599.0
914,Steppings Trendy Boots,2179,1295,Steppings Trendy Boots,1799.0,719.0
927,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1976,819,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls",1990.0,699.0
928,TSG Kelz Boots,2646,3402,TSG Kelz Boots,2650.0,2650.0
929,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2994,1131,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men",2999.0,995.0
930,J.D.H. 111-222 Boots,1495,767,J.D.H. 111-222 Boots,1500.0,599.0
931,"Disney 98189 Analog Watch  - For Boys, Girls",1794,1032,"Disney 98189 Analog Watch  - For Boys, Girls",1800.0,900.0
932,Get Glamr Designer Snowra Boots,2793,2605,Get Glamr Designer Snowra Boots,2799.0,2239.0
933,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1997,1102,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys",1999.0,849.0
934,Pinza Black Christmas Boots,3335,2334,Pinza Black Christmas Boots,3350.0,1900.0
935,Kielz Ladies Boots,2781,1560,Kielz Ladies Boots,2499.0,1249.0
950,Salt N Pepper 13-552 Rebacca Almond Boots,3482,2941,Salt N Pepper 13-552 Rebacca Almond Boots,3495.0,2621.0
951,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1287,333,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys",1299.0,299.0
952,Disney DW100405 Digital Watch  - For Boys,1477,1641,Disney DW100405 Digital Watch  - For Boys,1495.0,1345.0
953,Selfie Boots,1185,710,Selfie Boots,1200.0,599.0
957,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1075,701,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls",1095.0,595.0
958,Belle Gambe Boots,3482,2301,Belle Gambe Boots,3999.0,1695.0
963,"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",784,995,"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls",795.0,795.0
964,"Elantra S 10 Analog Watch  - For Boys, Men",2136,1094,"Elantra S 10 Analog Watch  - For Boys, Men",2150.0,950.0
965,Willy Winkies Black Boots,1484,1117,Willy Winkies Black Boots,1499.0,999.0
966,"Marvel DW100243 Digital Watch  - For Boys, Girls",282,348,"Marvel DW100243 Digital Watch  - For Boys, Girls",299.0,299.0
967,DJH Boots,980,578,DJH Boots,999.0,499.0
968,"Franck Bella FB123D Analog Watch  - For Men, Boys",1636,1543,"Franck Bella FB123D Analog Watch  - For Men, Boys",1645.0,1316.0
969,Get Glamr Stylish Boots,1981,631,Get Glamr Stylish Boots,1999.0,499.0
971,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1286,1068,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls",1299.0,899.0
972,Magnum Footwear Lifestyle Boots,5990,4243,Magnum Footwear Lifestyle Boots,2999.0,1899.0
976,Pinza Blue Cowboy Boots,3241,2105,Pinza Blue Cowboy Boots,3250.0,1800.0
977,Magnum Footwear Lifestyle Boots,3591,2737,Magnum Footwear Lifestyle Boots,2999.0,1899.0
981,Steppings Trendy Boots,2182,1234,Steppings Trendy Boots,1799.0,719.0
994,"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1298,648,"Eleganzza Denim Denim Analog Watch  - For Men, Women, Boys, Girls, Couple",1299.0,499.0
995,CatBird Boots,1385,1175,CatBird Boots,1399.0,999.0
996,Bruno Manetti 664 Boots,2998,1485,Bruno Manetti 664 Boots,2999.0,1199.0
997,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1480,682,"Lenco Bdblue Tango Analog Watch  - For Men, Boys",1499.0,599.0
998,Get Glamr Designer Kuyal Boots,2797,2714,Get Glamr Designer Kuyal Boots,2799.0,2239.0
999,"Zoop C4040PP03 Digital Watch  - For Boys, Girls",745,905,"Zoop C4040PP03 Digital Watch  - For Boys, Girls",750.0,750.0
1000,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2381,535,"Shoppingekart DS0222 Rewin Pack of 3 Digital Watch  - For Boys, Girls, Couple, Men",2399.0,479.0
1001,Stylistry Maxis Sa3228-25relong1712 Boots,2294,2031,Stylistry Maxis Sa3228-25relong1712 Boots,2299.0,1599.0
1002,Steppings Trendy Boots,1780,820,Steppings Trendy Boots,1799.0,719.0
1015,Salt N Pepper 14-475 Dorthea Almond Boots Boots,4684,4359,Salt N Pepper 14-475 Dorthea Almond Boots Boots,4695.0,3521.0
1016,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6979,8225,"D'Signer 681GM_WHT Analog Watch  - For Men, Boys",6995.0,6645.0
1017,Rialto Boots,2487,1990,Rialto Boots,3295.0,2795.0
1022,"SwissFire 205SM005 Analog Watch  - For Boys, Men",2176,1500,"SwissFire 205SM005 Analog Watch  - For Boys, Men",2195.0,1207.0
1023,Get Glamr Designer Uggy Boots,3490,3140,Get Glamr Designer Uggy Boots,3499.0,2799.0
1025,"A Avon PK_741 Analog Watch  - For Men, Boys",1285,803,"A Avon PK_741 Analog Watch  - For Men, Boys",1299.0,639.0
1026,Carl 3346-1-Cheetablue Boots,2296,1398,Carl 3346-1-Cheetablue Boots,2299.0,1149.0
1027,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1233,1407,Logues LGSWATCH61003PP DIGI YELLOW Sports Analog-Digital Watch  - For Boys,1235.0,1235.0
1028,Kielz Ladies Boots,2787,1637,Kielz Ladies Boots,2499.0,1249.0
1043,Swag 670014 Analog Watch  - For Boys,1498,740,Swag 670014 Analog Watch  - For Boys,1499.0,599.0
1044,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",632,807,"Zoop C3030PP05 Analog Watch  - For Boys, Girls",650.0,650.0
1045,20Dresses Brown Shiver Me Timbers Boots,2785,3165,20Dresses Brown Shiver Me Timbers Boots,2795.0,2795.0
1046,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1181,656,"ezyPRNT ""RH"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0
1047,"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1177,744,"ezyPRNT ""BC"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0
1048,"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1176,730,"ezyPRNT ""OL"" Golf Ball -   Size: 4.26 cm,  Diameter: 4.26 cm",1195.0,595.0
1049,"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1189,721,"ezyPRNT ""CV"" Golf Ball -   Size: 4,  Diameter: 4.26 cm",1195.0,595.0
1050,Traditions Printed Protective Men's Gloves,491,507,Traditions Printed Protective Men's Gloves,500.0,399.0
1052,First Choice Cotton Embroidered Diwan Set,2192,1178,First Choice Cotton Embroidered Diwan Set,2199.0,979.0
1057,Eccellente Solid Hip Hop Cap,879,422,Eccellente Solid Hip Hop Cap,899.0,336.0
1058,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1798,977,Nechams Resin Magnetic Magnetic Melamine Small Whiteboards,1799.0,799.0
1059,Traditions Printed Protective Men's Gloves,485,442,Traditions Printed Protective Men's Gloves,500.0,399.0
1061,First Choice Cotton Embroidered Diwan Set,2197,1181,First Choice Cotton Embroidered Diwan Set,2199.0,979.0
1066,First Choice Cotton Embroidered Diwan Set,2194,1090,First Choice Cotton Embroidered Diwan Set,2199.0,979.0
1071,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1380,923,JASPO Thunder Intact Superior Senior Skates Combo (skates+helmet+knee+elbow+bag)suitable for age upto 6 to 14 years Skating Kit,1399.0,770.0
1072,Masaba for Magic fairy Girl's Layered Pink Dress,1758,1840,Masaba for Magic fairy Girl's Layered Pink Dress,1775.0,1598.0
1073,Momin Libas AK2414 Kashibo Solid Abaya No,3981,3033,Momin Libas AK2414 Kashibo Solid Abaya No,3999.0,2398.0
1074,ACM Pouch for Swipe Elite Plus,989,376,ACM Pouch for Swipe Elite Plus,990.0,339.0
1075,A R ENTERPRISES musical wlking cow,995,361,A R ENTERPRISES musical wlking cow,999.0,299.0
1076,First Choice Cotton Embroidered Diwan Set,2186,1132,First Choice Cotton Embroidered Diwan Set,2199.0,979.0
1081,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,2197,1135,SANTOSH ROYAL FASHION Cotton Embroidered Diwan Set,2199.0,979.0
1082,First Choice Cotton Embroidered Diwan Set,2195,1096,First Choice Cotton Embroidered Diwan Set,2199.0,979.0
1087,ShoeBuzz Casuals,784,316,ShoeBuzz Casuals,799.0,247.0
1088,Zed Loafers,494,629,Zed Loafers,499.0,499.0
1089,House This Queen Cotton Duvet Cover,1145,1408,House This Queen Cotton Duvet Cover,1160.0,1160.0
1090,ACM Pouch for Intex Aqua Lions 3g,983,419,ACM Pouch for Intex Aqua Lions 3g,990.0,339.0
1091,womaniya Alloy Bracelet,1992,1450,womaniya Alloy Bracelet,2000.0,1200.0
1092,Taj Pearl Alloy Cuff,662,469,Taj Pearl Alloy Cuff,665.0,399.0
1097,JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,2293,1636,JASPO Saphire Dual Shoe Skates Combo Size 5 Skating Kit,2299.0,1270.0
1098,Taj Pearl Alloy Cuff,660,472,Taj Pearl Alloy Cuff,665.0,399.0
1103,Bento Musical Teddy Bear,192,73,Bento Musical Teddy Bear,199.0,63.0
1104,Wake Up Competition Full Sleeve Striped Men's Sweatshirt,1483,948,Wake Up Competition Full Sleeve Striped Men's Sweatshirt,1495.0,748.0
1105,Taj Pearl Alloy Cuff,648,504,Taj Pearl Alloy Cuff,665.0,399.0
1110,Taj Pearl Alloy Cuff,653,512,Taj Pearl Alloy Cuff,665.0,399.0
1115,Cellbazaar Blackberry 8520 WHITE LCD LCD,4990,1296,Cellbazaar Blackberry 8520 WHITE LCD LCD,5000.0,1000.0
1116,Dressberry Gold Synthetic  Clutch,1279,1522,Dressberry Gold Synthetic  Clutch,1299.0,1299.0
1120,Mast & Harbour Black Synthetic  Clutch,1882,2324,Mast & Harbour Black Synthetic  Clutch,1899.0,1899.0
1122,JQR JQR Sports Shoes Running Shoes,1286,1566,JQR JQR Sports Shoes Running Shoes,1299.0,1299.0
1124,Sisel Printed Poly Cotton Women's Stole,282,159,Sisel Printed Poly Cotton Women's Stole,299.0,128.0
1125,JQR JQR Sports Shoes Running Shoes,990,1218,JQR JQR Sports Shoes Running Shoes,1299.0,1299.0
1127,"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",1289,580,"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",1299.0,499.0
1128,Dressberry Gold Synthetic  Clutch,1288,1560,Dressberry Gold Synthetic  Clutch,1299.0,1299.0
1132,"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",1079,571,"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",1099.0,493.0
1133,Indistar Self Design Viscose Women's Stole,474,277,Indistar Self Design Viscose Women's Stole,478.0,239.0
1136,Mast & Harbour Black Synthetic  Clutch,1898,2130,Mast & Harbour Black Synthetic  Clutch,1899.0,1899.0
1138,Glacier Running Shoes,621,630,Glacier Running Shoes,629.0,498.0
1139,Dressberry Black Synthetic  Clutch,1296,1652,Dressberry Black Synthetic  Clutch,1299.0,1299.0
1141,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1592,802,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1599.0,699.0
1143,Asics Gel-Cumulus 17 Running Shoes,9484,11076,Asics Gel-Cumulus 17 Running Shoes,9499.0,9499.0
1144,Dressberry Black Synthetic  Clutch,1292,1487,Dressberry Black Synthetic  Clutch,1299.0,1299.0
1146,Mast & Harbour Gold Synthetic  Clutch,1897,2425,Mast & Harbour Gold Synthetic  Clutch,1899.0,1899.0
1147,Asics Gel-Kayano 22 Running Shoes,12493,15213,Asics Gel-Kayano 22 Running Shoes,12499.0,12499.0
1148,Indistar Self Design Viscose Women's Stole,890,571,Indistar Self Design Viscose Women's Stole,478.0,239.0
1151,Dressberry Orange Synthetic  Clutch,1881,2233,Dressberry Orange Synthetic  Clutch,1899.0,1899.0
1152,Dressberry Gold Synthetic  Clutch,1294,1555,Dressberry Gold Synthetic  Clutch,1299.0,1299.0
1156,Dressberry Green Synthetic  Clutch,1888,2273,Dressberry Green Synthetic  Clutch,1899.0,1899.0
1157,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1581,899,Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,1599.0,699.0
1159,Escan Lace Up,1282,1155,Escan Lace Up,1299.0,999.0
1160,Dressberry Gold Synthetic  Clutch,1297,1478,Dressberry Gold Synthetic  Clutch,1299.0,1299.0
1164,Nine Maternity Wear Women's Fit and Flare Dress,1813,2364,Nine Maternity Wear Women's Fit and Flare Dress,1825.0,1825.0
1165,"Kleio Festive, Party, Casual Blue PU  Clutch",1891,1253,"Kleio Festive, Party, Casual Blue PU  Clutch",1899.0,999.0
1166,Skipper Blends Aqua Striped Eyelet Window Curtain,1731,1279,Skipper Blends Aqua Striped Eyelet Window Curtain,1733.0,1039.0
1167,Mizuno Lightweight Hoody Solid Men's Wind Cheater,4987,6069,Mizuno Lightweight Hoody Solid Men's Wind Cheater,4999.0,4999.0
1168,"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",1623,909,"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",1637.0,818.0
1169,"Turbo LEAGUE Batting Gloves (Men, White, Blue)",1230,717,"Turbo LEAGUE Batting Gloves (Men, White, Blue)",1232.0,616.0
1170,Stamin Mass Gainers,2284,2495,Stamin Mass Gainers,2300.0,1955.0
1171,Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,1238,457,Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,1250.0,375.0
1172,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,1190,1001,Svt Ada Collections Formal Full Sleeve Checkered Women's Top,1199.0,795.0
1173,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,1195,1094,Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,1199.0,880.0
1174,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,1687,1392,Svt Ada Collections Casual Full Sleeve Checkered Women's Top,1699.0,1215.0
1175,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2729,760,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2746.0,687.0
1177,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2972,948,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2746.0,687.0
1179,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",1935,1069,"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",1937.0,968.0
1180,Kings Multicolor Tassels,981,274,Kings Multicolor Tassels,1000.0,249.0
1181,Avsar Sachi Gold Diamond 18 K Ring,16867,10622,Avsar Sachi Gold Diamond 18 K Ring,16880.0,8440.0
1182,Peppermint Blues Casual Sleeveless Printed Women's Top,388,448,Peppermint Blues Casual Sleeveless Printed Women's Top,399.0,359.0
1183,Nishtaa Yellow Gold 22 K Ring,18348,21582,Nishtaa Yellow Gold 22 K Ring,18350.0,17433.0
1192,Xpert Schoolboys Blk Lace Up Shoes,386,355,Xpert Schoolboys Blk Lace Up Shoes,399.0,299.0
1193,Just In Time Fashions Women's A-line Dress,2483,1671,Just In Time Fashions Women's A-line Dress,2499.0,1499.0
1194,Yepme Women's Gathered Dress,1796,984,Yepme Women's Gathered Dress,1799.0,799.0
1195,Van Heusen Men's Printed Party Shirt,2092,1794,Van Heusen Men's Printed Party Shirt,2099.0,1469.0
1196,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,791,463,Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,799.0,399.0
1197,Karatcraft Triniya Promise Gold Diamond 18 K Ring,49981,41729,Karatcraft Triniya Promise Gold Diamond 18 K Ring,49999.0,34221.0
1201,Nishtaa Yellow Gold 22 K Ring,8175,9055,Nishtaa Yellow Gold 22 K Ring,18350.0,17433.0
1210,Mykraft Girl's A-line Dress,1200,1203,Mykraft Girl's A-line Dress,1205.0,964.0
1211,The Cranberry Club Girl's Gathered Dress,1294,1169,The Cranberry Club Girl's Gathered Dress,1299.0,999.0
1212,Fashion Tree Men's Solid Formal Shirt,981,411,Fashion Tree Men's Solid Formal Shirt,999.0,349.0
1215,Fashion Tree Men's Solid Formal Shirt,987,418,Fashion Tree Men's Solid Formal Shirt,999.0,349.0
1218,Fashion Tree Men's Solid Formal Shirt,996,402,Fashion Tree Men's Solid Formal Shirt,999.0,349.0
1221,Peter England Men's Solid Formal Shirt,1391,1634,Peter England Men's Solid Formal Shirt,1399.0,1399.0
1222,Gee & Bee Casual Printed Women's Kurti,1659,607,Gee & Bee Casual Printed Women's Kurti,1664.0,499.0
1225,Gee & Bee Casual Printed Women's Kurti,2493,849,Gee & Bee Casual Printed Women's Kurti,1664.0,499.0
1228,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,981,471,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,999.0,399.0
1229,"F&S Casual, Party Short Sleeve Self Design Women's Top",1291,502,"F&S Casual, Party Short Sleeve Self Design Women's Top",1299.0,421.0
1230,Oviya Casual Sleeveless Self Design Women's Top,988,856,Oviya Casual Sleeveless Self Design Women's Top,999.0,699.0
1231,The Clove Casual 3/4 Sleeve Self Design Women's Top,791,503,The Clove Casual 3/4 Sleeve Self Design Women's Top,800.0,399.0
1232,The Vanca Formal Full Sleeve Self Design Women's Top,1483,1244,The Vanca Formal Full Sleeve Self Design Women's Top,1499.0,1049.0
1233,Fantasy Ika Casual Short Sleeve Solid Women's Top,932,575,Fantasy Ika Casual Short Sleeve Solid Women's Top,950.0,449.0
1234,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,846,567,Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,849.0,499.0
1235,Ausy Casual Short Sleeve Floral Print Women's Top,980,408,Ausy Casual Short Sleeve Floral Print Women's Top,999.0,367.0
1236,Ausy Casual Short Sleeve Printed Women's Top,989,430,Ausy Casual Short Sleeve Printed Women's Top,999.0,367.0
1237,Karatcraft Triniya Promise Gold Diamond 18 K Ring,47811,41192,Karatcraft Triniya Promise Gold Diamond 18 K Ring,49999.0,34221.0
1241,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,29360,33090,WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,29366.0,29366.0
1242,Shilpkala Casual Short Sleeve Printed Women's Top,994,1206,Shilpkala Casual Short Sleeve Printed Women's Top,999.0,999.0
1244,Shilpkala Casual Sleeveless Solid Women's Top,695,833,Shilpkala Casual Sleeveless Solid Women's Top,699.0,699.0
1245,Shilpkala Casual Cape Sleeve Printed Women's Top,789,1012,Shilpkala Casual Cape Sleeve Printed Women's Top,799.0,799.0
1246,Shilpkala Casual Bell Sleeve Printed Women's Top,791,1010,Shilpkala Casual Bell Sleeve Printed Women's Top,799.0,799.0
1248,Shilpkala Casual Sleeveless Printed Women's Top,997,1220,Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0
1254,Shilpkala Casual Sleeveless Embellished Women's Top,894,1157,Shilpkala Casual Sleeveless Embellished Women's Top,899.0,899.0
1255,Shilpkala Casual Short Sleeve Printed Women's Top,987,1159,Shilpkala Casual Short Sleeve Printed Women's Top,999.0,999.0
1257,Shilpkala Casual Sleeveless Printed Women's Top,682,836,Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0
1263,Shilpkala Casual Sleeveless Printed Women's Top,995,1104,Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0
1269,Shilpkala Casual Sleeveless Printed Women's Top,988,1186,Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0
1275,Shilpkala Casual Bell Sleeve Printed Women's Top,782,920,Shilpkala Casual Bell Sleeve Printed Women's Top,799.0,799.0
1277,Shilpkala Casual Sleeveless Printed Women's Top,680,848,Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0
1283,Shilpkala Casual Sleeveless Printed Women's Top,594,721,Shilpkala Casual Sleeveless Printed Women's Top,999.0,999.0
1289,Shilpkala Casual Sleeveless Self Design Women's Top,598,745,Shilpkala Casual Sleeveless Self Design Women's Top,599.0,599.0
1290,BlueStone The Juliette Yellow Gold Diamond 18 K Ring,29336,25219,BlueStone The Juliette Yellow Gold Diamond 18 K Ring,29348.0,22644.0
1291,Karatcraft Om Gold Diamond 18 K Ring,42052,42730,Karatcraft Om Gold Diamond 18 K Ring,42068.0,35056.0
1294,Karatcraft Dulce Gold Diamond 18 K Ring,40250,33175,Karatcraft Dulce Gold Diamond 18 K Ring,40267.0,27223.0
1295,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished, Solid Women's Top",1370,778,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished, Solid Women's Top",1390.0,695.0
1296,Aaliya Casual Sleeveless Embellished Women's Top,1986,1946,Aaliya Casual Sleeveless Embellished Women's Top,2000.0,1500.0
1297,Karatcraft Robini Emerald Gold Diamond 18 K Ring,43465,44513,Karatcraft Robini Emerald Gold Diamond 18 K Ring,43481.0,36234.0
1299,"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",694,441,"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",698.0,342.0
1300,Karatcraft Om Gold Diamond 18 K Ring,44229,40641,Karatcraft Om Gold Diamond 18 K Ring,42068.0,35056.0
1303,Lee Mark Men's Solid Formal Shirt,1697,726,Lee Mark Men's Solid Formal Shirt,1699.0,599.0
1305,Kairaa Lounge Wear Sleeveless Embellished Women's Top,695,802,Kairaa Lounge Wear Sleeveless Embellished Women's Top,710.0,710.0
1306,Soie Casual Sleeveless Solid Women's Top,1077,629,Soie Casual Sleeveless Solid Women's Top,1089.0,545.0
1309,Hichkii Casual Cape Sleeve Embroidered Women's Top,796,633,Hichkii Casual Cape Sleeve Embroidered Women's Top,799.0,499.0
1310,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Solid Women's Top",1417,877,"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Solid Women's Top",1419.0,710.0
